IZ_MMS	NZ_MMS	OCLC	TAG	FIELD
990211182190306576	9910438020506561	53020524	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2003. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FTaSU $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990211186890306576	9910438042406561	53020597	500  	$a Introduction / John Fitzgerald -- The province in history / John Fitzgerald -- New Chongqing : opportunities and challenges / Lijian Hong -- Henan as a model : from hegemonism to fragmentism / Thomas Heberer and Sabine Jakobi -- Guangdong under reform : social and political trends and challenges / Peter Cheung -- Discourses of poverty : weakness, potential and provincial identity in Anhui / Wanning Sun -- Looking South : local identities and transnational linkages in Yunnan / Margaret Swain -- The political implications of Heilongjiang's industrial structure / Gaye Christofferson -- Why provinces? / Barbara Krug. $5 FTaFA $5 FTaSU $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990211186890306576	9910438042406561	53020597	500  	$a This edition published in the Taylor & Francis e-Library, 2003 -- T.p. verso. $5 FTaFA $5 FTaSU $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990211186890306576	9910438042406561	53020597	500  	$a First published 2002 by Routledge. $5 FTaFA $5 FTaSU $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990211186890306576	9910438042406561	53020597	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2003. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FTaSU $5 FOFT $5 FPeU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FBoU $5 FTS $5 FU
990222628830306576	9910454202306561	55079469	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222629140306576	9910454259406561	55079550	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222630420306576	9910201598706561	55079964	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222637510306576	9910454279806561	55086120	500  	$a Previous ed. has subtitle: Managers, unions, and the transformation of work in American industry, 1900-1945. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222637510306576	9910454279806561	55086120	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222640140306576	9910454244306561	55086388	5052 	$a About Jack -- Influences -- Reflections. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222640140306576	9910454244306561	55086388	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222641480306576	9910454228806561	55088207	5050 	$a An introduction to political psychology -- Personality and politics -- Cognition, social identity, emotions, and attitudes in political psychology -- The political psychology of groups -- The study of political leaders -- Voting, role of the media, and tolerance -- The political psychology of race and ethnicity -- The political psychology of nationalism -- The political psychology of political extremists -- The political psychology of international security and conflict. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222641480306576	9910454228806561	55088207	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222643820306576	9910454236306561	55091696	500  	$a Published with the National Autistic Society. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222643820306576	9910454236306561	55091696	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222645940306576	9910201582406561	55132081	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222648140306576	9910201589406561	55136656	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222654020306576	9910454203506561	55154421	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222659900306576	9910454248506561	55199708	500  	$a Includes index. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222659900306576	9910454248506561	55199708	533  	$a Electronic reproduction. $b Boulder, Colo. : $c NetLibrary, $d 2004. $n Available via World Wide Web. $n Access may be limited to NetLibrary affiliated libraries. $5 FTaFA $5 FPeU $5 FU $5 FOFT $5 FBoU $5 FTaSU $5 FJUNF $5 FMFIU $5 FFmFGC $5 FTS
990222664430306576	9910201589006561	55202554	506  	$3 Use copy $f Restrictions unspecified $2 star $5 MiAaHDL
990222664430306576	9910201589006561	55202554	533  	$a Electronic reproduction. $b [S.l.] : $c HathiTrust Digital Library, $d 2010. $5 MiAaHDL
990222664430306576	9910201589006561	55202554	538  	$a Master and use copy. Digital master created according to Benchmark for Faithful Digital Reproductions of Monographs and Serials, Version 1. Digital Library Federation, December 2002. $u http://purl.oclc.org/DLF/benchrepro0212 $5 MiAaHDL
990222664430306576	9910201589006561	55202554	5831 	$a digitized $c 2010 $h HathiTrust Digital Library $l committed to preserve $2 pda $5 MiAaHDL
990224373790306576	9910002575906561	607374841	4901 	$a Slavery and anti-slavery: a transnational archive $5 FMFIU $5 FTaFA
990224373790306576	9910002575906561	607374841	500  	$a Submitted by Mr. Faulkner. $5 FMFIU $5 FTaFA
990224373790306576	9910002575906561	607374841	500  	$a Reproduction of the original from the Library of Congress. Reproduced courtesy of World Microfilms Publications. $5 FMFIU $5 FTaFA
990224373790306576	9910002575906561	607374841	500  	$a Caption title. $5 FMFIU $5 FTaFA
990224373790306576	9910002575906561	607374841	500  	$a No. [6] in volume lettered: Falkner's speeches. $5 FMFIU $5 FTaFA
990224373790306576	9910002575906561	607374841	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Gale, $d 2009. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2009 miunns $5 FMFIU $5 FTaFA
990224373790306576	9910002575906561	607374841	926  	$a DO NOT OFFLOAD $5 FMFIU $9 LOCAL
990243872860306576	9910973899006561	52550145	500  	$a Latest issue consulted: Vol. 16, no. 4 (2002), viewed July 3, 2003. $5 FTS $5 FTaSU
990243872860306576	9910973899006561	52550145	500  	$a Latest issue consulted: Vol. 16, no. 4 (2002), viewed July 3, 2003. $5 FTS $5 FTaSU
990243872860306576	9910973899006561	52550145	500  	$a Description based on: Vol. 8, no. 4; title from table of contents page (viewed July 3, 2003). $5 FTS $5 FTaSU
990243872860306576	9910973899006561	52550145	500  	$a Description based on: Vol. 8, no. 4; title from table of contents page (viewed July 3, 2003). $5 FTS $5 FTaSU
990243872860306576	9910973899006561	52550145	530  	$a Also issued in print. $5 FTS $5 FTaSU $5 FBoU
990243872860306576	9910973899006561	52550145	530  	$a Also issued in print. $5 FTS $5 FTaSU $5 FBoU
990243872860306576	9910973899006561	52550145	538  	$a Mode of access: World Wide Web. $5 FTS $5 FTaSU $5 FBoU
990243872860306576	9910973899006561	52550145	538  	$a Mode of access: World Wide Web. $5 FTS $5 FTaSU $5 FBoU
990256075610306576	9910052831006561	15873018	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990256075610306576	9910052831006561	15873018	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990256075610306576	9910052831006561	15873018	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1986?]. $e 1 microfiche. $f (19th-century legal treatises ; no. 18635). $7 s1986 ctun b $5 FMFIU
990256075610306576	9910052831006561	15873018	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990256079780306576	9910052840106561	12966676	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990256079780306576	9910052840106561	12966676	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d c1985. $e 1 microfiche. $f (19th-century legal treatises ; no. 5896) $7 s1985 ctun b $5 FMFIU
990256079780306576	9910052840106561	12966676	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990256079780306576	9910052840106561	12966676	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261591300306576	9910098556506561	17594093	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261591300306576	9910098556506561	17594093	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261591300306576	9910098556506561	17594093	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1987?] $e 2 microfiches. $f (19th-century legal treatises ; no. 24949-24950) $7 s1987 ctun b $5 FMFIU
990261591300306576	9910098556506561	17594093	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261594670306576	9910098593906561	13120498	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261594670306576	9910098593906561	13120498	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d c1985. $e 1 microfiche. $f (19th-century legal treatises ; no. 6306) $7 s1985 ctun b $5 FMFIU
990261594670306576	9910098593906561	13120498	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261594670306576	9910098593906561	13120498	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261594970306576	9910145019006561	23727419	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261594970306576	9910145019006561	23727419	500  	$a A text-book for colleges. $5 FMFIU $5 FU $5 FTaSU
990261594970306576	9910145019006561	23727419	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1990. $e 8 microfiches. $f (19th-century legal treatises ; no. 49595-49602) $7 s1990 ctun b $5 FMFIU
990261594970306576	9910145019006561	23727419	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261594970306576	9910145019006561	23727419	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261597810306576	9910145026306561	23475072	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261597810306576	9910145026306561	23475072	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d 1989. $e 22 microfiches. $f (19th-century legal treatises ; no. 46867-46888) $7 s1989 ctun b $5 FMFIU
990261597810306576	9910145026306561	23475072	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261597810306576	9910145026306561	23475072	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261599090306576	9910145005006561	20302382	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261599090306576	9910145005006561	20302382	500  	$a Includes index. $5 FMFIU $5 FU $5 FTaSU
990261599090306576	9910145005006561	20302382	500  	$a Including the changes made by the Bankruptcy Act, 1883, and the law as to bills of sale under the Bills of Sale Acts, 1878 and 1882, and the application of the bankruptcy rules, as to proofs by creditors, under section 10 of the Judicature Act, 1875; with an appendix comprising the statutes, rules, orders and forms. $5 FMFIU $5 FU $5 FTaSU
990261599090306576	9910145005006561	20302382	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261599090306576	9910145005006561	20302382	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d [1988?] $e 14 microfiches. $f (19th-century legal treatises ; no. 34494-34507) $7 s1988 ctun b $5 FMFIU
990261599090306576	9910145005006561	20302382	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261599700306576	9910098580606561	13894604	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261599700306576	9910098580606561	13894604	500  	$a Includes: Precedents illustrating the difference in the methods of alienating copyhold and ordinary leasehold proprties in the borough of Accrington ; and, The humble petition of the mayor, aldermen, and burgesses of the borough of Accrington, in the county of Lancaster under their common seal [to the House of Commons, 1884]. $5 FMFIU $5 FU $5 FTaSU
990261599700306576	9910098580606561	13894604	500  	$a Added title: Copyhold enfranchisement bill. $5 FMFIU $5 FU $5 FTaSU
990261599700306576	9910098580606561	13894604	500  	$a Caption title: Copyhold lands in the honor of Clitheroe. $5 FMFIU $5 FU $5 FTaSU
990261599700306576	9910098580606561	13894604	500  	$a Letter of transmittal signed: Richd. Sharples. $5 FMFIU $5 FU $5 FTaSU
990261599700306576	9910098580606561	13894604	533  	$a Microfiche. $b Woodbridge, Conn. : $c Research Publications, $d c1985. $e 1 microfiche. $f (19th-century legal treatises ; no. 9683). $7 s1985 ctun b $5 FMFIU
990261599700306576	9910098580606561	13894604	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
990261599700306576	9910098580606561	13894604	926  	$a DO NOT OFFLOAD $5 FU $9 LOCAL
990261599970306576	9910098561906561	14093375	500  	$a Reproduction of original from Harvard Law School Library. $5 FU $5 FTaSU
990261599970306576	9910098561906561	14093375	533  	$a Electronic reproduction. $b Farmington Hills, Mich. : $c Thomson Gale, $d 2004. $n Available via the World Wide Web. $n Access limited by licensing agreements. $7 s2004 miunns $5 FU $5 FTaSU
